                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                 2.2597,                 2.9518,                 3.1765,                0.07222,                    0.5,                 0.0599,                0.02294,                 3.2082,                 5.2685,                 4.2104,              0.0016051,              0.0016051,              0.0016051
                     78,                 2.2119,                   2.99,                  3.067,                0.15783,                0.33333,                0.11505,                  0.033,                 2.9815,                 4.2024,                 4.0436,              0.0016043,              0.0016043,              0.0016043
                     79,                 2.3403,                 2.9604,                 3.1754,                0.15783,                0.33333,                0.11505,                  0.033,                 2.9815,                 4.2024,                 4.0436,              0.0016035,              0.0016035,              0.0016035
                     80,                 2.4639,                 3.1727,                  3.162,                0.32709,                0.47231,                0.22947,                0.05838,                 3.1035,                 5.5406,                 5.2934,              0.0016026,              0.0016026,              0.0016026
                     81,                 2.2727,                 3.0576,                 3.1443,                0.32709,                0.47231,                0.22947,                0.05838,                 3.1035,                 5.5406,                 5.2934,              0.0016018,              0.0016018,              0.0016018
                     82,                 2.3292,                 3.0261,                 3.1618,                0.31288,                0.66667,                0.34077,                0.09966,                 2.6566,                 6.5415,                 4.3703,               0.001601,               0.001601,               0.001601
                     83,                 2.1617,                 3.0139,                 3.0011,                0.31288,                0.66667,                0.34077,                0.09966,                 2.6566,                 6.5415,                 4.3703,              0.0016002,              0.0016002,              0.0016002
                     84,                 2.3164,                 3.0717,                 2.9784,                0.28927,                0.66667,                0.49386,                0.13544,                  2.479,                 6.7932,                 4.0953,              0.0015993,              0.0015993,              0.0015993
                     85,                 2.1641,                 2.9738,                 2.8984,                0.28927,                0.66667,                0.49386,                0.13544,                  2.479,                 6.7932,                 4.0953,              0.0015985,              0.0015985,              0.0015985
                     86,                 2.1658,                 2.8804,                  3.077,                0.70652,                0.33333,                0.24103,                0.09746,                 2.5273,                 6.9696,                 4.1218,              0.0015977,              0.0015977,              0.0015977
                     87,                 2.2314,                 2.9246,                  3.002,                0.70652,                0.33333,                0.24103,                0.09746,                 2.5273,                 6.9696,                 4.1218,              0.0015969,              0.0015969,              0.0015969
                     88,                 2.2982,                   2.98,                 3.0546,                0.73533,                0.33333,                0.35237,                0.12615,                 2.4177,                 4.2473,                 3.6842,               0.001596,               0.001596,               0.001596
                     89,                 2.2192,                 2.9281,                 3.0242,                0.73533,                0.33333,                0.35237,                0.12615,                 2.4177,                 4.2473,                 3.6842,              0.0015952,              0.0015952,              0.0015952
                     90,                 2.1534,                 2.8161,                 2.9345,                0.50568,                    0.5,                0.48958,                0.15007,                 2.4776,                   3.06,                 3.3809,              0.0015944,              0.0015944,              0.0015944
                     91,                 2.2653,                 2.8389,                  3.037,                0.50568,                    0.5,                0.48958,                0.15007,                 2.4776,                   3.06,                 3.3809,              0.0015936,              0.0015936,              0.0015936
                     92,                 2.3106,                 2.9336,                 3.0139,                0.55786,                0.62497,                0.47024,                 0.1793,                 2.3908,                 2.7153,                 3.2623,              0.0015927,              0.0015927,              0.0015927
                     93,                 2.1835,                 2.8461,                 3.0378,                0.55786,                0.62497,                0.47024,                 0.1793,                 2.3908,                 2.7153,                 3.2623,              0.0015919,              0.0015919,              0.0015919
                     94,                 2.2583,                 3.0049,                 2.9152,                 0.3436,                    0.5,                 0.4425,                0.18173,                 2.5619,                 2.8354,                 3.3437,              0.0015911,              0.0015911,              0.0015911
                     95,                 2.6061,                    3.1,                 3.0455,                 0.3436,                    0.5,                 0.4425,                0.18173,                 2.5619,                 2.8354,                 3.3437,              0.0015903,              0.0015903,              0.0015903
                     96,                  2.259,                 2.9941,                 3.0826,                0.24456,                    0.5,                 0.4391,                0.17709,                 2.6784,                 2.7347,                 3.3268,              0.0015894,              0.0015894,              0.0015894
                     97,                 2.4462,                 2.9206,                 2.9805,                0.24456,                    0.5,                 0.4391,                0.17709,                 2.6784,                 2.7347,                 3.3268,              0.0015886,              0.0015886,              0.0015886
                     98,                 2.3944,                 3.0722,                 2.9956,                0.45825,                0.31064,                0.42635,                0.15153,                 2.6708,                 2.6256,                 3.2933,              0.0015878,              0.0015878,              0.0015878
                     99,                 2.3517,                 2.7637,                 2.9679,                0.45825,                0.31064,                0.42635,                0.15153,                 2.6708,                 2.6256,                 3.2933,               0.001587,               0.001587,               0.001587
                    100,                 2.2384,                 2.6962,                 2.8686,                0.43902,                0.33333,                 0.4071,                0.17128,                  2.422,                 2.5845,                  3.265,              0.0015861,              0.0015861,              0.0015861
                    101,                 2.3017,                 2.8395,                 2.8779,                0.43902,                0.33333,                 0.4071,                0.17128,                  2.422,                 2.5845,                  3.265,              0.0015853,              0.0015853,              0.0015853
                    102,                 2.1892,                 2.7475,                 2.9331,                0.50811,                    0.5,                0.39903,                0.14262,                 2.3849,                 2.7194,                  3.375,              0.0015845,              0.0015845,              0.0015845
                    103,                 2.2023,                 2.6239,                 2.8901,                0.50811,                    0.5,                0.39903,                0.14262,                 2.3849,                 2.7194,                  3.375,              0.0015837,              0.0015837,              0.0015837
                    104,                 2.2919,                  2.662,                 2.9659,                0.29324,                    0.5,                0.44355,                0.15405,                 2.3141,                 2.6892,                  3.378,              0.0015828,              0.0015828,              0.0015828
                    105,                 2.1326,                 2.8287,                 2.8421,                0.29324,                    0.5,                0.44355,                0.15405,                 2.3141,                 2.6892,                  3.378,               0.001582,               0.001582,               0.001582
                    106,                  2.426,                 2.9394,                 3.0543,                0.46796,                    0.5,                0.45933,                0.18251,                 2.2469,                 2.5181,                 3.2431,              0.0015812,              0.0015812,              0.0015812
                    107,                 2.1702,                 2.6561,                 2.8285,                0.46796,                    0.5,                0.45933,                0.18251,                 2.2469,                 2.5181,                 3.2431,              0.0015804,              0.0015804,              0.0015804
                    108,                 2.1359,                 2.7704,                 2.8803,                0.55359,                    0.5,                0.59706,                0.24377,                 2.3195,                 2.3917,                 3.3537,              0.0015795,              0.0015795,              0.0015795
                    109,                 2.2838,                 2.8503,                 2.9731,                0.55359,                    0.5,                0.59706,                0.24377,                 2.3195,                 2.3917,                 3.3537,              0.0015787,              0.0015787,              0.0015787
                    110,                 2.1471,                 2.6297,                 2.7983,                0.38429,                0.56655,                0.57006,                0.21276,                 2.3462,                 2.6765,                 3.3367,              0.0015779,              0.0015779,              0.0015779
                    111,                  2.229,                 2.8053,                 2.9183,                0.38429,                0.56655,                0.57006,                0.21276,                 2.3462,                 2.6765,                 3.3367,              0.0015771,              0.0015771,              0.0015771
                    112,                 2.2561,                 2.8436,                 2.8926,                0.53928,                    0.5,                0.63553,                0.26247,                 2.2923,                  2.568,                  3.174,              0.0015762,              0.0015762,              0.0015762
                    113,                 2.1173,                 2.6144,                 2.8055,                0.53928,                    0.5,                0.63553,                0.26247,                 2.2923,                  2.568,                  3.174,              0.0015754,              0.0015754,              0.0015754
                    114,                 2.2519,                 2.7639,                 2.8814,                0.86362,                0.47125,                0.68264,                0.27808,                 2.2181,                 2.6167,                 2.9281,              0.0015746,              0.0015746,              0.0015746
                    115,                 2.1222,                 2.4598,                 2.8574,                0.86362,                0.47125,                0.68264,                0.27808,                 2.2181,                 2.6167,                 2.9281,              0.0015738,              0.0015738,              0.0015738
                    116,                 2.2249,                 2.6821,                 2.9385,                0.59792,                0.83333,                0.87125,                0.39235,                 1.8656,                 2.9749,                 2.5751,              0.0015729,              0.0015729,              0.0015729
                    117,                 2.0719,                  2.526,                   2.88,                0.59792,                0.83333,                0.87125,                0.39235,                 1.8656,                 2.9749,                 2.5751,              0.0015721,              0.0015721,              0.0015721
                    118,                 2.1355,                 2.5207,                 2.7889,                0.63302,                0.80941,                0.82175,                0.43552,                 1.8489,                 4.0161,                 2.5548,              0.0015713,              0.0015713,              0.0015713
                    119,                 2.2727,                  2.683,                 2.9533,                0.63302,                0.80941,                0.82175,                0.43552,                 1.8489,                 4.0161,                 2.5548,              0.0015705,              0.0015705,              0.0015705
                    120,                 2.1151,                 2.6486,                 2.8802,                0.97654,                0.81248,                0.84269,                0.37248,                 2.2751,                 2.5445,                 2.9739,              0.0015696,              0.0015696,              0.0015696
                    121,                 2.1497,                 2.7889,                 2.8971,                0.97654,                0.81248,                0.84269,                0.37248,                 2.2751,                 2.5445,                 2.9739,              0.0015688,              0.0015688,              0.0015688
                    122,                  2.211,                 2.6386,                 2.8926,                0.86617,                0.56212,                0.79239,                0.31778,                 2.3894,                 2.4834,                 3.0291,               0.001568,               0.001568,               0.001568
                    123,                 2.2157,                 2.6995,                  2.887,                0.86617,                0.56212,                0.79239,                0.31778,                 2.3894,                 2.4834,                 3.0291,              0.0015672,              0.0015672,              0.0015672
                    124,                 2.1479,                 2.5106,                 2.8254,                 0.6772,                0.66667,                0.67298,                0.34688,                 2.1453,                 2.2548,                 2.7351,              0.0015663,              0.0015663,              0.0015663
                    125,                 2.1534,                  2.584,                 2.7478,                 0.6772,                0.66667,                0.67298,                0.34688,                 2.1453,                 2.2548,                 2.7351,              0.0015655,              0.0015655,              0.0015655
                    126,                 2.0483,                 2.7847,                 2.8211,                0.71914,                0.64646,                0.80938,                0.39848,                 1.7538,                  3.573,                 2.4857,              0.0015647,              0.0015647,              0.0015647
                    127,                 2.2653,                 2.8842,                 2.8267,                0.71914,                0.64646,                0.80938,                0.39848,                 1.7538,                  3.573,                 2.4857,              0.0015639,              0.0015639,              0.0015639
                    128,                 2.1079,                 2.6289,                 2.7971,                0.76478,                0.59131,                0.79885,                0.42002,                 1.6277,                 4.2132,                 2.4492,               0.001563,               0.001563,               0.001563
                    129,                 2.0482,                 2.5783,                 2.6949,                0.76478,                0.59131,                0.79885,                0.42002,                 1.6277,                 4.2132,                 2.4492,              0.0015622,              0.0015622,              0.0015622
                    130,                 2.0141,                 2.5287,                 2.7067,                0.69582,                0.83333,                  0.841,                0.44813,                  1.665,                 2.6437,                 2.4252,              0.0015614,              0.0015614,              0.0015614
                    131,                  2.037,                 2.5759,                 2.7816,                0.69582,                0.83333,                  0.841,                0.44813,                  1.665,                 2.6437,                 2.4252,              0.0015606,              0.0015606,              0.0015606
                    132,                 2.0218,                 2.5428,                 2.7269,                0.58897,                0.83333,                0.84151,                0.39621,                 2.0241,                 2.0312,                 2.7168,              0.0015597,              0.0015597,              0.0015597
                    133,                 2.1923,                  2.596,                 2.8494,                0.58897,                0.83333,                0.84151,                0.39621,                 2.0241,                 2.0312,                 2.7168,              0.0015589,              0.0015589,              0.0015589
