                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                 1.2167,                 2.2095,                 1.7989,                 0.9832,                      1,                  0.995,                 0.8955,                0.41625,                 1.2699,                0.88347,             0.00021164,             0.00021164,             0.00021164
                     91,                0.94234,                 2.7422,                 1.7368,                 0.9832,                      1,                  0.995,                 0.8955,                0.41625,                 1.2699,                0.88347,              0.0001962,              0.0001962,              0.0001962
                     92,                0.79913,                 2.6236,                 1.3092,                0.98366,                      1,                  0.995,                 0.8955,                0.41551,                 1.3202,                0.88642,             0.00018036,             0.00018036,             0.00018036
                     93,                0.78143,                 2.3335,                   1.36,                0.98366,                      1,                  0.995,                 0.8955,                0.41551,                 1.3202,                0.88642,             0.00016413,             0.00016413,             0.00016413
                     94,                0.75046,                 2.6816,                 1.2422,                0.98366,                      1,                  0.995,                 0.8955,                0.41551,                 1.3202,                0.88642,              0.0001475,              0.0001475,              0.0001475
                     95,                0.78031,                 2.4373,                  1.358,                0.98366,                      1,                  0.995,                 0.8955,                0.41551,                 1.3202,                0.88642,             0.00013047,             0.00013047,             0.00013047
                     96,                0.77678,                 2.5459,                 1.3257,                0.98274,                      1,                  0.995,                 0.8955,                0.41547,                 1.3381,                0.88766,             0.00011305,             0.00011305,             0.00011305
                     97,                0.75806,                 2.4336,                 1.2754,                0.98274,                      1,                  0.995,                 0.8955,                0.41547,                 1.3381,                0.88766,             9.5232e-05,             9.5232e-05,             9.5232e-05
                     98,                0.70442,                 2.6568,                  1.187,                0.98274,                      1,                  0.995,                 0.8955,                0.41547,                 1.3381,                0.88766,             7.7018e-05,             7.7018e-05,             7.7018e-05
                     99,                0.84872,                 2.4276,                 1.5241,                0.98274,                      1,                  0.995,                 0.8955,                0.41547,                 1.3381,                0.88766,             5.8408e-05,             5.8408e-05,             5.8408e-05
                    100,                0.65978,                 2.4911,                 1.2235,                0.98237,                      1,                  0.995,                 0.8955,                0.41845,                 1.3694,                 0.8912,             3.9402e-05,             3.9402e-05,             3.9402e-05
