                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 2.6415,                 3.5426,                 3.4774,                0.00349,                0.66667,                0.01994,                0.00398,                 2.7706,                 3.7885,                 4.4752,              0.0012441,              0.0012441,              0.0012441
                     46,                 2.7104,                 3.5639,                 3.5035,                0.00471,                   0.75,                0.00692,                0.00174,                 3.0352,                 3.8722,                 5.3202,              0.0012714,              0.0012714,              0.0012714
                     47,                 2.4745,                 3.3603,                 3.3944,                0.00471,                   0.75,                0.00692,                0.00174,                 3.0352,                 3.8722,                 5.3202,              0.0012987,              0.0012987,              0.0012987
                     48,                 2.5126,                 3.4848,                 3.3959,                0.00646,                0.91667,                0.01108,                0.00289,                 3.2238,                 3.7346,                 5.8835,               0.001326,               0.001326,               0.001326
                     49,                 2.6704,                 3.4869,                 3.4675,                0.00646,                0.91667,                0.01108,                0.00289,                 3.2238,                 3.7346,                 5.8835,              0.0013532,              0.0013532,              0.0013532
                     50,                  2.664,                 3.6633,                  3.495,                0.00616,                      1,                0.03336,                0.01164,                 3.2385,                 3.6683,                 5.9388,              0.0013804,              0.0013804,              0.0013804
                     51,                 2.5668,                 3.4096,                 3.4525,                0.00616,                      1,                0.03336,                0.01164,                 3.2385,                 3.6683,                 5.9388,              0.0013936,              0.0013936,              0.0013936
                     52,                 2.6906,                 3.4821,                 3.4076,                0.00654,                      1,                0.01034,                0.00237,                 3.0608,                  3.684,                 5.3908,              0.0013936,              0.0013936,              0.0013936
                     53,                 2.6654,                 3.5034,                  3.488,                0.00654,                      1,                0.01034,                0.00237,                 3.0608,                  3.684,                 5.3908,              0.0013929,              0.0013929,              0.0013929
                     54,                 2.4786,                 3.6259,                  3.334,                0.00612,                0.83333,                0.00734,                 0.0025,                 2.9216,                 3.9242,                 4.9441,              0.0013922,              0.0013922,              0.0013922
                     55,                 2.5749,                 3.4558,                 3.4133,                0.00612,                0.83333,                0.00734,                 0.0025,                 2.9216,                 3.9242,                 4.9441,              0.0013915,              0.0013915,              0.0013915
                     56,                 2.7368,                 3.7477,                 3.6014,                0.00564,                0.91667,                0.00698,                0.00213,                 2.9957,                 3.8356,                 5.2828,              0.0013908,              0.0013908,              0.0013908
                     57,                 2.6947,                  3.424,                 3.4053,                0.00564,                0.91667,                0.00698,                0.00213,                 2.9957,                 3.8356,                 5.2828,              0.0013901,              0.0013901,              0.0013901
                     58,                 2.5646,                 3.4856,                 3.3397,                0.00519,                   0.75,                0.17031,                0.08391,                 2.9369,                 3.7896,                 5.4221,              0.0013894,              0.0013894,              0.0013894
                     59,                 2.6018,                 3.5245,                 3.4131,                0.00519,                   0.75,                0.17031,                0.08391,                 2.9369,                 3.7896,                 5.4221,              0.0013887,              0.0013887,              0.0013887
                     60,                 2.5064,                 3.4183,                 3.3435,                  0.005,                   0.75,                0.06166,                0.02909,                 2.8734,                 3.7204,                 5.4703,               0.001388,               0.001388,               0.001388
                     61,                 2.5548,                 3.4313,                 3.4233,                  0.005,                   0.75,                0.06166,                0.02909,                 2.8734,                 3.7204,                 5.4703,              0.0013873,              0.0013873,              0.0013873
                     62,                 2.7096,                 3.4127,                 3.3362,                0.00589,                0.83333,                0.17241,                0.09934,                 2.6984,                 3.7725,                 5.1578,              0.0013866,              0.0013866,              0.0013866
                     63,                 2.6046,                 3.3124,                 3.3499,                0.00589,                0.83333,                0.17241,                0.09934,                 2.6984,                 3.7725,                 5.1578,              0.0013859,              0.0013859,              0.0013859
                     64,                 2.5849,                 3.4206,                 3.3258,                 0.0059,                0.83333,                0.17419,                0.11782,                 2.6866,                 3.6501,                 5.1785,              0.0013851,              0.0013851,              0.0013851
                     65,                 2.5822,                 3.4631,                 3.2934,                 0.0059,                0.83333,                0.17419,                0.11782,                 2.6866,                 3.6501,                 5.1785,              0.0013844,              0.0013844,              0.0013844
                     66,                 2.7436,                 3.6058,                  3.391,                0.00562,                0.83333,                0.30218,                0.07509,                 2.5852,                 3.5204,                 4.5574,              0.0013837,              0.0013837,              0.0013837
                     67,                 2.4553,                 3.2501,                 3.2829,                0.00562,                0.83333,                0.30218,                0.07509,                 2.5852,                 3.5204,                 4.5574,               0.001383,               0.001383,               0.001383
                     68,                 2.5585,                 3.3698,                 3.3294,                0.00547,                0.83333,                0.34901,                0.08053,                 2.5521,                  3.527,                 4.4716,              0.0013823,              0.0013823,              0.0013823
                     69,                 2.6354,                 3.4678,                 3.3796,                0.00547,                0.83333,                0.34901,                0.08053,                 2.5521,                  3.527,                 4.4716,              0.0013816,              0.0013816,              0.0013816
                     70,                 2.5286,                 3.4167,                 3.3344,                0.00536,                0.83333,                0.24843,                0.10589,                 2.6096,                  3.455,                  4.597,              0.0013809,              0.0013809,              0.0013809
                     71,                 2.4906,                 3.2801,                 3.1598,                0.00536,                0.83333,                0.24843,                0.10589,                 2.6096,                  3.455,                  4.597,              0.0013802,              0.0013802,              0.0013802
                     72,                 2.4654,                 3.4146,                 3.2526,                 0.0059,                      1,                0.23034,                0.04483,                 2.6557,                  3.436,                 4.5414,              0.0013795,              0.0013795,              0.0013795
                     73,                 2.4692,                 3.2665,                  3.242,                 0.0059,                      1,                0.23034,                0.04483,                 2.6557,                  3.436,                 4.5414,              0.0013788,              0.0013788,              0.0013788
                     74,                 2.4975,                 3.4123,                 3.1397,                0.67454,                0.33333,                 0.2582,                0.04071,                 2.8174,                 3.4858,                 4.2453,              0.0013781,              0.0013781,              0.0013781
                     75,                 2.5181,                 3.2928,                 3.2361,                0.67454,                0.33333,                 0.2582,                0.04071,                 2.8174,                 3.4858,                 4.2453,              0.0013774,              0.0013774,              0.0013774
                     76,                 2.4311,                 3.3761,                 3.3083,                0.67551,                0.33333,                  0.306,                0.04738,                 2.9642,                 3.5779,                 4.2142,              0.0013767,              0.0013767,              0.0013767
                     77,                 2.3923,                 3.2244,                 3.2526,                0.67551,                0.33333,                  0.306,                0.04738,                 2.9642,                 3.5779,                 4.2142,              0.0013759,              0.0013759,              0.0013759
                     78,                 2.3949,                  3.229,                 3.2252,                0.67675,                0.33333,                0.31917,                0.04678,                 3.0844,                 3.6736,                 4.2923,              0.0013752,              0.0013752,              0.0013752
                     79,                  2.383,                 3.2372,                 3.2102,                0.67675,                0.33333,                0.31917,                0.04678,                 3.0844,                 3.6736,                 4.2923,              0.0013745,              0.0013745,              0.0013745
                     80,                 2.4972,                 3.2441,                 3.2212,                0.02364,                0.27778,                0.11828,                0.03085,                 3.0515,                 3.6885,                 4.0433,              0.0013738,              0.0013738,              0.0013738
                     81,                 2.3474,                 3.0678,                 3.0577,                0.02364,                0.27778,                0.11828,                0.03085,                 3.0515,                 3.6885,                 4.0433,              0.0013731,              0.0013731,              0.0013731
                     82,                 2.3567,                 3.2666,                 3.1389,                0.60219,                0.11111,                0.31888,                 0.0809,                 2.9543,                 3.6125,                  3.845,              0.0013724,              0.0013724,              0.0013724
                     83,                 2.4442,                 3.2243,                 3.2627,                0.60219,                0.11111,                0.31888,                 0.0809,                 2.9543,                 3.6125,                  3.845,              0.0013717,              0.0013717,              0.0013717
                     84,                 2.4299,                 2.9845,                 3.1009,                0.46965,                0.11111,                0.38307,                0.14974,                 2.7028,                 3.8514,                 3.5988,               0.001371,               0.001371,               0.001371
                     85,                 2.4405,                  3.242,                 3.2069,                0.46965,                0.11111,                0.38307,                0.14974,                 2.7028,                 3.8514,                 3.5988,              0.0013703,              0.0013703,              0.0013703
                     86,                 2.3784,                 3.1219,                 3.1475,                 0.3375,                0.44444,                0.49116,                0.11057,                 2.6135,                 3.8054,                 3.4806,              0.0013696,              0.0013696,              0.0013696
                     87,                 2.2451,                 2.9992,                 3.0135,                 0.3375,                0.44444,                0.49116,                0.11057,                 2.6135,                 3.8054,                 3.4806,              0.0013689,              0.0013689,              0.0013689
                     88,                 2.4532,                 3.1639,                 3.1105,                0.22492,                0.60626,                0.44136,                0.12721,                 2.4557,                 3.6768,                 3.3225,              0.0013682,              0.0013682,              0.0013682
                     89,                 2.3296,                 3.1276,                 2.9875,                0.22492,                0.60626,                0.44136,                0.12721,                 2.4557,                 3.6768,                 3.3225,              0.0013675,              0.0013675,              0.0013675
                     90,                 2.3376,                 2.9659,                 3.0985,                0.48813,                0.35998,                0.36727,                 0.1201,                 2.2636,                 3.3066,                 3.0663,              0.0013668,              0.0013668,              0.0013668
                     91,                 2.3199,                 3.0768,                 2.9758,                0.48813,                0.35998,                0.36727,                 0.1201,                 2.2636,                 3.3066,                 3.0663,               0.001366,               0.001366,               0.001366
                     92,                 2.4808,                 3.3071,                 3.2021,                0.46327,                0.58333,                0.43936,                0.14381,                 2.1532,                 3.2095,                 2.9672,              0.0013653,              0.0013653,              0.0013653
                     93,                 2.3529,                  3.117,                 3.0743,                0.46327,                0.58333,                0.43936,                0.14381,                 2.1532,                 3.2095,                 2.9672,              0.0013646,              0.0013646,              0.0013646
                     94,                 2.3278,                 3.0429,                 3.0506,                0.52686,                    0.5,                0.52838,                0.16707,                 2.1232,                 2.8719,                 2.8843,              0.0013639,              0.0013639,              0.0013639
                     95,                 2.2728,                 3.0094,                 3.0412,                0.52686,                    0.5,                0.52838,                0.16707,                 2.1232,                 2.8719,                 2.8843,              0.0013632,              0.0013632,              0.0013632
                     96,                 2.2264,                 2.9354,                 3.0727,                0.44297,                0.33333,                0.60324,                0.20231,                 2.0452,                 2.8104,                 2.9214,              0.0013625,              0.0013625,              0.0013625
                     97,                  2.367,                 3.0745,                 3.1146,                0.44297,                0.33333,                0.60324,                0.20231,                 2.0452,                 2.8104,                 2.9214,              0.0013618,              0.0013618,              0.0013618
                     98,                  2.397,                 3.2761,                 3.1457,                 0.3953,                0.66257,                0.58471,                0.26971,                 1.9713,                 2.7166,                 2.9594,              0.0013611,              0.0013611,              0.0013611
                     99,                 2.3023,                 2.9011,                 3.0089,                 0.3953,                0.66257,                0.58471,                0.26971,                 1.9713,                 2.7166,                 2.9594,              0.0013604,              0.0013604,              0.0013604
                    100,                 2.3353,                 2.8674,                 3.1402,                0.49014,                0.58333,                0.54693,                0.24865,                  2.084,                  3.039,                 3.0592,              0.0013597,              0.0013597,              0.0013597
                    101,                 2.2398,                  2.854,                 3.0482,                0.49014,                0.58333,                0.54693,                0.24865,                  2.084,                  3.039,                 3.0592,               0.001359,               0.001359,               0.001359
                    102,                 2.3172,                 2.9243,                 3.1157,                0.47243,                0.58333,                0.68821,                0.28232,                 2.1907,                 3.1065,                 3.0702,              0.0013583,              0.0013583,              0.0013583
                    103,                 2.2135,                 2.9241,                 3.0748,                0.47243,                0.58333,                0.68821,                0.28232,                 2.1907,                 3.1065,                 3.0702,              0.0013576,              0.0013576,              0.0013576
